smiles;MaxEStateIndex;MinEStateIndex;MaxAbsEStateIndex;MinAbsEStateIndex;qed;MolWt;HeavyAtomMolWt;ExactMolWt;NumValenceElectrons;NumRadicalElectrons;MaxPartialCharge;MinPartialCharge;MaxAbsPartialCharge;MinAbsPartialCharge;FpDensityMorgan1;FpDensityMorgan2;FpDensityMorgan3;BCUT2D_MWHI;BCUT2D_MWLOW;BCUT2D_CHGHI;BCUT2D_CHGLO;BCUT2D_LOGPHI;BCUT2D_LOGPLOW;BCUT2D_MRHI;BCUT2D_MRLOW;BalabanJ;BertzCT;Chi0;Chi0n;Chi0v;Chi1;Chi1n;Chi1v;Chi2n;Chi2v;Chi3n;Chi3v;Chi4n;Chi4v;HallKierAlpha;Ipc;Kappa1;Kappa2;Kappa3;LabuteASA;PEOE_VSA1;PEOE_VSA10;PEOE_VSA11;PEOE_VSA12;PEOE_VSA13;PEOE_VSA14;PEOE_VSA2;PEOE_VSA3;PEOE_VSA4;PEOE_VSA5;PEOE_VSA6;PEOE_VSA7;PEOE_VSA8;PEOE_VSA9;SMR_VSA1;SMR_VSA10;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA6;SMR_VSA7;SMR_VSA8;SMR_VSA9;SlogP_VSA1;SlogP_VSA10;SlogP_VSA11;SlogP_VSA12;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;TPSA;EState_VSA1;EState_VSA10;EState_VSA11;EState_VSA2;EState_VSA3;EState_VSA4;EState_VSA5;EState_VSA6;EState_VSA7;EState_VSA8;EState_VSA9;VSA_EState1;VSA_EState10;VSA_EState2;VSA_EState3;VSA_EState4;VSA_EState5;VSA_EState6;VSA_EState7;VSA_EState8;VSA_EState9;FractionCSP3;HeavyAtomCount;NHOHCount;NOCount;NumAliphaticCarbocycles;NumAliphaticHeterocycles;NumAliphaticRings;NumAromaticCarbocycles;NumAromaticHeterocycles;NumAromaticRings;NumHAcceptors;NumHDonors;NumHeteroatoms;NumRotatableBonds;NumSaturatedCarbocycles;NumSaturatedHeterocycles;NumSaturatedRings;RingCount;MolLogP;MolMR;fr_Al_COO;fr_Al_OH;fr_Al_OH_noTert;fr_ArN;fr_Ar_COO;fr_Ar_N;fr_Ar_NH;fr_Ar_OH;fr_COO;fr_COO2;fr_C_O;fr_C_O_noCOO;fr_C_S;fr_HOCCN;fr_Imine;fr_NH0;fr_NH1;fr_NH2;fr_N_O;fr_Ndealkylation1;fr_Ndealkylation2;fr_Nhpyrrole;fr_SH;fr_aldehyde;fr_alkyl_carbamate;fr_alkyl_halide;fr_allylic_oxid;fr_amide;fr_amidine;fr_aniline;fr_aryl_methyl;fr_azide;fr_azo;fr_barbitur;fr_benzene;fr_benzodiazepine;fr_bicyclic;fr_diazo;fr_dihydropyridine;fr_epoxide;fr_ester;fr_ether;fr_furan;fr_guanido;fr_halogen;fr_hdrzine;fr_hdrzone;fr_imidazole;fr_imide;fr_isocyan;fr_isothiocyan;fr_ketone;fr_ketone_Topliss;fr_lactam;fr_lactone;fr_methoxy;fr_morpholine;fr_nitrile;fr_nitro;fr_nitro_arom;fr_nitro_arom_nonortho;fr_nitroso;fr_oxazole;fr_oxime;fr_para_hydroxylation;fr_phenol;fr_phenol_noOrthoHbond;fr_phos_acid;fr_phos_ester;fr_piperdine;fr_piperzine;fr_priamide;fr_prisulfonamd;fr_pyridine;fr_quatN;fr_sulfide;fr_sulfonamd;fr_sulfone;fr_term_acetylene;fr_tetrazole;fr_thiazole;fr_thiocyan;fr_thiophene;fr_unbrch_alkane;fr_urea;Molecule_Type;HOMO_CV;LUMO_CV;HOMO_DFT;LUMO_DFT
COc1c2c(c(OC)c3sccc13)=CC(c1cc(C)c(-c3sc(-c4nc(C)c(-c5sccc5C)s4)nc3C)s1)=S=2;5.900762901;0.926478975;5.900762901;0.926478975;0.171082948;636.936;612.744;636.016204;202;0;0.152586423;-0.494563221;0.494563221;0.152586423;0.7;1.375;2.025;32.14087035;10.1327876;2.223005941;-2.068845992;2.448949943;-2.086539293;7.923236083;0.406843456;1.305034101;2131.442741;27.70601334;22.62451513;27.52349462;19.3717437;12.53053551;17.55582746;9.505975531;15.4407469;6.918575574;14.20085723;4.99507724;11.95062988;-2.6;2246368015;26.30842872;10.04125774;4.074217756;254.9642872;9.473725908;11.49902367;10.01524739;0;0;0;0;9.967957042;0;67.62398293;0;73.85709864;30.10088309;44.57177814;9.473725908;88.65071449;0;9.967957042;0;27.6949488;14.21959508;66.07989565;0;41.02285984;14.69237588;0;11.49902367;67.62398293;29.05211944;0;32.20506156;27.39190617;28.95922675;0;45.68600041;0;44.24;0;0;0;0;0;52.71703392;40.37720627;70.50679213;11.33678588;62.73019565;19.44168295;14.05329852;8.796913621;17.45012344;8.449008766;4.695740011;1.85295795;6.592756779;2.2569079;8.577321338;5.274971682;0.2;40;0;4;0;1;1;1;5;6;9;0;10;6;0;0;0;7;9.18807;178.351;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;polymer;-5.95;-2.63;-5.07;-2.41
COc1c2cc(-c3scc4sc(C(C)=O)c(F)c34)sc2c(OC)c2ccsc12;14.93678359;-0.415630144;14.93678359;0.1905888;0.268417989;448.587;435.483;447.9731565;142;0;0.172244097;-0.494563221;0.494563221;0.172244097;1.035714286;1.785714286;2.5;32.1387519;10.12969198;2.240376391;-2.082508873;2.51959017;-1.895594107;7.291965333;0.10135654;1.837375827;1329.390974;19.57662131;15.04510358;18.31108991;13.54524386;8.302034517;11.6943333;6.188777959;10.08894453;4.638949008;9.207830592;3.455201621;7.877465912;-2;4621077.492;18.05555556;6.518786781;2.382435729;175.1088604;9.473725908;16.37617086;11.60046579;0;0;0;4.794537184;4.390415048;0;45.34714351;0;17.51279691;38.03953972;28.49658211;18.65867814;81.38882085;0;0;0;6.9237372;14.21959508;33.58722771;0;21.25331805;9.473725908;4.390415048;11.49902367;45.34714351;20.00284003;0;5.817220841;16.59542158;22.89285968;0;40.01272678;0;35.53;5.817220841;9.184952232;0;10.66039214;5.386224214;46.12552623;29.59730896;36.89316684;22.89285968;0;9.473725908;29.20244929;5.878028156;13.70782743;6.44617903;0;0.9660342;4.067009697;0;1.401569769;3.330902426;0.15;28;0;3;0;0;0;1;4;5;7;0;8;4;0;0;0;5;7.4181;118.9705;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;2;0;0;1;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;polymer;-5.22;-3.45;-5.37;-2.63
Cc1ccc(-c2ccc(-c3c4cc(-c5cc(C)c(-c6ccc(-c7sc(C=C8SC(=S)N(C)C8=O)cc7C)s6)s5)sc4c(-c4ccc(-c5ccc(C)s5)s4)c4cc(-c5cc(C)c(-c6ccc(-c7sc(C=C8SC(=S)N(C)C8=O)cc7C)s6)s5)sc34)s2)s1;12.87620552;-0.038753212;12.87620552;0.038753212;0.089682937;1410.162;1365.81;1407.893415;426;0;0.265446938;-0.296022962;0.296022962;0.265446938;0.337209302;0.651162791;1.011627907;32.18481486;9.992684781;2.31502556;-2.092848293;2.576538172;-2.216975422;8.268139009;-0.121568145;0.839907212;4691.575283;59.13564133;46.7899018;59.8538471;41.45677416;26.9037308;39.15117951;20.98192066;37.62071114;14.95005427;32.94754935;10.69963928;27.28970524;-4.56;4.29E+21;57.852353;22.73090962;10.33797617;564.304731;0;8.641068171;0;0;11.81435946;0;19.38889383;0;0;136.0414305;47.95951678;185.1428766;152.6917735;9.810273028;9.589074368;236.7807034;0;9.799819462;0;41.5424232;14.09534397;160.767275;0;98.91555247;0;0;0;184.0009473;44.35059106;9.589074368;41.5424232;41.76239474;119.0048803;0;131.2398809;0;40.62;0;9.589074368;0;11.81435946;18.4513412;9.754294387;174.619711;46.56873518;125.519899;150.7370304;24.43574689;3.828526081;35.96645873;57.92232864;2.604601135;7.60495234;-0.077506424;41.76404964;3.983318042;13.24801725;3.488587913;0.121212121;86;0;4;0;2;2;1;12;13;18;0;20;12;0;2;2;15;24.91352;400.632;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;0;6;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;12;0;0;molecule;-5.07;-3.29;-4.99;-2.98
Cc1ccc(C2(c3ccc(C)cc3)c3cc4c(cc3-c3sccc32)C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c3ccc(-c5ccc(-c6cccs6)c6nsnc56)s3)sc2-4)cc1;4.860360428;-0.539305151;4.860360428;0.47430162;0.15915692;925.307;884.987;924.1795043;312;0;0.11359876;-0.172222168;0.172222168;0.11359876;0.353846154;0.846153846;1.369230769;32.14207193;9.655052847;2.523200291;-2.352801348;2.651096275;-2.295143001;7.251491631;0.759153129;1.070213699;3525.386278;43.6051438;36.10147618;40.18395909;31.81574061;21.92474846;26.04734399;17.68764623;22.21587998;13.91496272;18.77690768;10.79296885;15.46286194;-6.06;1.9829E+15;39.31739584;14.72712082;5.662504354;398.7281982;0;11.03340144;0;0;0;0;0;0;8.747079963;45.34714351;137.5147803;136.5541587;40.38978615;22.55816828;0;68.10873229;0;8.747079963;0;38.52492974;0;235.2470872;0;51.51668913;0;0;0;57.07533086;8.747079963;10.82998094;27.6949488;66.7614179;168.4856693;0;62.55009056;0;25.78;10.82998094;0;0;0;0;22.16030442;118.8793914;11.33678588;34.01035763;196.1806181;8.747079963;9.660779521;8.72114867;7.677292907;4.428963343;21.57506958;0;60.83691191;0;8.766500734;0;0.103448276;65;0;2;2;0;2;6;5;11;7;0;7;7;0;0;0;13;16.89818;278.787;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;6;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;polymer;-5.43;-3.66;-4.88;-2.82
Cn1c2ccccc2c2ccc(-c3ccc(-c4nnc(-c5cccs5)c5nonc45)s3)cc21;5.073920012;0.630496541;5.073920012;0.630496541;0.287570193;465.563;450.443;465.0718021;158;0;0.166026094;-0.34359054;0.34359054;0.166026094;0.727272727;1.484848485;2.303030303;32.13470078;10.09324469;2.195401377;-2.017234992;2.390303264;-1.916987042;7.18472271;0.315428124;1.339267517;1792.554332;21.94058234;17.38901608;19.02200924;16.27598958;10.38348699;12.07963639;7.807943702;9.839414851;5.980271801;7.997898586;4.373394774;6.071484008;-3.88;134883325.9;18.66865323;7.061209729;2.776838311;195.2565673;4.567099648;11.38785599;11.03340144;0;0;0;0;4.629038937;0;32.87093537;36.39820241;51.58867612;33.73066904;9.754294387;4.629038937;55.51282306;0;25.07778978;7.047671983;0;0;72.11010052;0;31.58274906;0;0;0;22.67357176;25.07778978;7.047671983;0;0;76.73913946;0;64.42200036;0;69.63;0;0;0;0;22.42125742;14.63144158;27.36930136;22.67357176;17.51279691;86.72276538;4.629038937;7.325965656;3.25270225;3.128553741;21.75653921;6.268032733;0;23.31647917;0;0;2.118393913;0.04;33;0;6;0;0;0;2;5;7;8;0;8;3;0;0;0;7;6.7817;133.439;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;polymer;-5.7;-4.15;-5.56;-3.42
Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c6cc(C)c(C)cc6c6ccsc6c5s4)s3)c3nsnc23)c1;4.757974205;1.004469311;4.757974205;1.004469311;0.203279716;594.877;572.701;594.0386537;190;0;0.113598935;-0.172222167;0.172222167;0.113598935;0.564102564;1.282051282;2;32.14225706;9.977014534;2.198976122;-2.069941486;2.486713349;-1.828974528;7.305082517;1.369770029;1.306006983;2233.482939;26.41312013;21.70917134;25.79165424;18.95753013;12.71662991;16.83922544;10.23211617;14.69230855;7.636209543;12.91005525;5.526855105;10.65022143;-2.94;2025300877;23.90570164;8.780460823;3.607757465;245.7124046;0;11.03340144;0;0;0;0;0;0;8.747079963;45.34714351;24.26546827;95.74679701;41.40794019;21.12802718;0;99.05346898;0;8.747079963;0;27.6949488;0;81.54486806;0;30.63549176;0;0;0;57.07533086;8.747079963;0;27.6949488;22.25380597;59.29106209;0;72.61362988;0;25.78;0;0;0;0;0;11.03340144;95.56222176;11.33678588;34.01035763;86.98601089;8.747079963;12.2839599;8.751736335;5.200444293;9.92286289;9.666153325;0;18.5175117;0;8.823998216;0;0.125;39;0;2;0;0;0;3;5;8;7;0;7;3;0;0;0;8;11.63158;176.697;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;polymer;-5.34;-3.29;-4.99;-2.87
COc1ccc2c(c1)-c1cc(OC)c(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc1[Si]2(C)C;5.965995844;-1.856562284;5.965995844;0.889151159;0.200589627;568.821;544.629;568.0769175;188;0;0.127610828;-0.496745659;0.496745659;0.127610828;0.657894737;1.368421053;2.052631579;32.14112569;10.01800703;2.38403653;-2.198647397;2.44026432;-2.48748566;7.186791653;0.414620626;1.340656228;1836.23097;26.01793261;21.36387187;24.81336162;18.48986297;12.30462495;17.73107109;9.897909104;16.78517821;7.542226614;13.66869514;5.567845781;11.00311582;-3.303116883;1085862910;23.78743576;8.879041342;3.513294216;234.0460252;9.473725908;30.6062974;0;0;0;0;0;0;8.747079963;22.67357176;37.35949098;69.34498652;31.32179606;25.94778243;9.473725908;63.88248413;0;8.747079963;0;13.09402271;14.21959508;72.11010052;0;53.94772271;19.8471772;0;11.49902367;34.4017591;31.04054735;0;0;0;72.11010052;13.09402271;53.48210047;0;44.24;8.073872301;0;0;0;0;39.22277958;47.8599832;36.89316684;0;89.57766321;13.84726589;20.86871296;4.787984521;3.591260211;4.991059897;7.899779574;1.783720742;24.11095033;0;4.863830734;1.630478804;0.133333333;38;0;4;0;1;1;3;3;6;7;0;8;5;0;0;0;7;7.6355;164.767;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;polymer;-5.28;-3.56;-5.18;-2.82
Cn1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)ccc1-c1ccc(C=C(C#N)C(=O)O)s1;11.15996192;-1.22208885;11.15996192;0.276750757;0.181870189;501.611;478.427;501.151098;180;0;0.345992269;-0.477114411;0.477114411;0.345992269;0.810810811;1.378378378;1.945945946;32.13356132;10.10297416;2.145233298;-2.251713478;2.366775331;-2.090432377;7.158861964;-0.13159989;1.450990185;1569.260364;25.77744564;20.07500608;20.89150266;18.04604519;11.6662855;12.48278208;8.393197457;9.508552529;6.088524707;7.143295051;4.283309867;5.295727116;-4.86;424154130;23.86199731;10.40550232;4.942967911;218.9625519;14.57353677;11.64232584;0;0;0;5.969305288;0;4.794537184;5.261891555;11.33678588;48.53093655;72.30314228;34.680906;10.57107519;9.901064579;40.4442701;5.261891555;4.567099648;7.047671983;0;4.899909731;119.644859;0;27.89767599;4.899909731;17.06215882;0;11.33678588;15.64293233;11.84220917;11.33111287;4.877147194;114.7677118;0;27.90447478;0;69.26;5.969305288;4.794537184;0;5.57310453;0;43.76776069;17.41280598;6.069221313;55.57860853;70.13068006;10.36841895;2.127871394;1.453035556;15.11334505;18.15859513;6.152990848;-1.22208885;38.78935632;1.407043982;0;2.019850561;0.032258065;37;1;5;0;0;0;3;2;5;5;1;6;7;0;0;0;5;7.88198;150.0708;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;molecule;-5.11;-3.08;-5.23;-2.79
CC1(C)c2ccccc2-c2cc3c(cc21)-c1ccc(-c2ccc(-c4ccc(-c5cccs5)c5nsnc45)s2)cc1C3(C)C;4.728878826;-0.075866908;4.728878826;0.001374964;0.19938955;608.857;580.633;608.1414619;208;0;0.113598756;-0.172222168;0.172222168;0.113598756;0.488372093;1.093023256;1.813953488;32.14112558;9.788757297;2.411497353;-2.24035429;2.56190786;-2.165574823;7.185645827;0.651893153;1.120050808;2245.107395;29.08684671;24.35677637;26.80626611;20.81966635;14.65723035;17.08367648;12.76264183;15.32256067;9.736084972;12.33528752;7.415973603;9.77087196;-3.9;17384480692;25.58496896;8.821938763;3.500385342;263.2190948;0;11.03340144;0;0;0;0;0;0;8.747079963;22.67357176;82.29225241;91.84932861;36.5883255;11.72818735;0;45.43516054;0;8.747079963;0;38.52492974;0;118.6293748;0;53.57560202;0;0;0;34.4017591;8.747079963;10.82998094;0;49.94875477;96.3755688;0;64.60900346;0;25.78;0;0;0;10.82998094;0;22.16030442;76.43069235;11.33678588;11.33678588;128.4440576;4.373539981;9.415526486;4.880406872;3.738381079;2.114538219;16.77691372;0;34.22397998;0;9.516920301;0;0.157894737;43;0;2;2;0;2;4;3;7;5;0;5;3;0;0;0;9;11.4279;184.605;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;polymer;-5.48;-3.45;-5.13;-2.85
Cc1csc(-c2sc(-c3nc4cc5sc(-c6cc(C)c(-c7cc(C)cs7)s6)nc5cc4s3)cc2C)c1;5.043841316;1.06424172;5.043841316;1.06424172;0.208203054;576.884;556.724;575.9950746;178;0;0.134157852;-0.235109159;0.235109159;0.134157852;0.5;0.944444444;1.333333333;32.14168581;10.2048575;2.1741606;-1.92085826;2.449564127;-1.71236781;7.290084691;1.481236097;1.246133486;1715.226864;24.55131281;19.96271909;24.86169857;17.40701988;11.44852505;16.47381699;9.04788315;15.03604045;6.06359299;13.36867667;4.325139882;10.88855293;-2.2;332263209.2;22.95610717;8.684626261;3.913267366;232.764353;0;10.01524739;0;0;0;0;0;9.967957042;0;68.02071527;0;97.10708272;19.50858877;30.18753566;0;88.45395654;0;9.967957042;0;27.6949488;0;69.41213392;0;39.27813056;0;0;0;68.02071527;9.967957042;0;27.6949488;22.25380597;47.15832795;0;59.71137182;0;25.78;0;0;0;0;0;21.04864883;60.91652896;22.67357176;45.34714351;74.85327675;9.967957042;2.400057514;10.88769984;17.9967861;6.641890535;7.431345276;0;13.58255102;0;8.726336389;0;0.142857143;36;0;2;0;0;0;1;6;7;8;0;8;4;0;0;0;7;11.05368;164.998;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;polymer;-5.4;-2.8;-5.23;-2.44
COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3ccc(-c4sc(-c5sc(-c6cc7c(OC)c8sc(-c9cc(C)c(-c%10cc(C)c(-c%11ccc(-c%12sc(-c%13sc(C=C(C#N)C(=O)OC)cc%13C)cc%12C)s%11)s%10)s9)cc8c(OC)c7s6)cc5C)cc4C)s3)s2)s1;12.11094484;-0.634156285;12.11094484;0.015883382;0.053312343;1401.998;1349.582;1400.047389;450;0;0.34815463;-0.494562815;0.494562815;0.34815463;0.333333333;0.588888889;0.877777778;32.149391;10.12100732;2.266213752;-2.082090305;2.566274382;-2.015910903;7.330593506;-0.135930979;0.736446259;4830.547383;63.13564133;50.48050073;60.2784597;43.36121089;27.95350155;37.75146052;21.48251967;34.23521823;15.26717661;31.32778853;10.98732436;26.16353771;-6.86;7.64E+21;61.97165908;24.97831866;11.25878047;568.5320542;18.94745182;34.78367535;0;0;0;11.93861058;0;9.589074368;10.52378311;136.0414305;0;196.9786887;118.0696867;37.83903;28.53652618;180.3043696;10.52378311;0;0;55.3898976;28.43919017;150.3372543;0;121.1804102;9.473725908;0;11.49902367;136.0414305;40.37780074;19.06280028;78.05212333;54.26190632;96.07534802;0;129.8672723;0;118.64;11.93861058;20.11285748;0;11.14620906;0;62.30680369;135.3889535;94.39235056;92.29189203;128.1863024;18.94745182;24.46683336;21.31208552;50.42843113;21.1936342;9.638318118;0.479289907;35.42856645;3.217448647;17.36363912;6.138420204;0.171428571;90;0;8;0;0;0;1;12;13;20;0;20;16;0;0;0;13;24.04552;392.55;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;0;2;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;molecule;-4.98;-3.25;-4.94;-3.01
COC(=O)c1cc2c(-c3cccs3)sc(-c3ccc(-c4cc5c(-c6ccc(C)s6)c6sccc6c(-c6ccc(C)s6)c5s4)s3)c2s1;12.53136824;-0.277957058;12.53136824;0.277957058;0.158604904;743.106;720.93;741.9385479;226;0;0.347565206;-0.464828716;0.464828716;0.347565206;0.543478261;1.282608696;1.97826087;32.14368684;9.99779507;2.245446548;-2.091824709;2.54457281;-1.962070214;7.337885898;0.06061175;1.241167228;2476.777069;31.10335457;24.5880364;31.12000905;22.46186143;14.35974075;21.01802586;10.83398275;19.48239058;7.954861975;17.05389142;5.933503163;14.80398146;-2.93;74189767187;29.22726519;11.35006739;4.651132165;296.6196097;4.736862954;4.877147194;0;0;0;5.969305288;0;4.794537184;0;90.69428702;6.066367068;85.27127062;75.70259301;21.56401185;9.531400138;126.9220247;0;0;0;13.8474744;7.109797541;92.12160488;0;50.14408053;0;0;0;90.69428702;13.07910283;4.736862954;13.8474744;19.42597877;77.49016329;0;80.40251293;0;26.3;0;4.794537184;0;5.969305288;4.877147194;10.08614413;98.5172466;11.33678588;74.08708234;85.27127062;4.736862954;8.978895294;14.47074705;25.96591896;8.183347845;2.729421828;-0.277957058;24.6113756;0;4.38717587;1.451074609;0.083333333;46;0;2;0;0;0;1;8;9;10;0;10;6;0;0;0;9;14.37664;209.9695;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;polymer;-4.9;-3.1;-4.96;-2.6
Cc1ccsc1-c1nnc(-c2sc(-c3cc4c(s3)-c3sccc3C4(C)C)cc2C)nn1;4.40839579;0.070690728;4.40839579;0.070690728;0.270361166;478.693;460.549;478.0414306;154;0;0.213353936;-0.142635659;0.213353936;0.142635659;0.64516129;1.258064516;1.967741935;32.13892877;9.838612894;2.381453178;-2.182853765;2.561780696;-2.130167899;7.270134703;0.663268036;1.370762728;1432.597497;21.32769817;17.38594916;20.65193548;14.93069012;9.889294057;13.28159284;8.24458779;12.18121763;5.858002158;10.51293309;4.106160281;8.672986615;-2.26;24404896.31;19.42716912;6.868057752;2.890487391;195.8556115;0;0;0;11.648809;0;0;0;0;0;65.74187074;13.8474744;71.12687418;24.92357924;9.754294387;0;45.34714351;0;20.39472723;0;33.10993927;0;57.27939978;0;40.91169216;0;0;0;45.34714351;20.39472723;5.414990469;13.8474744;36.10128037;35.02559381;0;40.91169216;0;51.56;0;0;0;5.414990469;11.648809;20.88119737;30.63549176;22.67357176;28.05363453;77.73520708;0;0;7.083644726;7.47916234;21.77949969;5.282695578;1.186136511;8.954437213;0;8.81775728;0;0.217391304;31;0;4;1;0;1;0;5;5;8;0;8;3;0;0;0;6;7.43674;132.476;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;polymer;-5.47;-3.88;-5.15;-2.63
COC(=O)C(C#N)=CC1=S=C(c2cc(C)c(-c3ccc(-c4sc(-c5sc(-c6ccc(-c7cc(C)c(-c8cc(C)c(-c9ccc(-c%10sc(C%11=S=C(C=C(C#N)C(=O)OC)C=C%11C)cc%10C)s9)s8)s7)c7nsnc67)cc5C)cc4C)s3)s2)C(C)=C1;12.08608594;-0.633527933;12.08608594;0.015242084;0.045600924;1287.833;1241.465;1286.044687;412;0;0.34815463;-0.46489358;0.46489358;0.34815463;0.421686747;0.722891566;1.060240964;32.14741324;10.04700773;2.249139576;-2.0324803;2.514095951;-2.03804069;8.001075396;-0.13600823;0.769320885;4493.247286;58.11913347;46.15018305;55.13164544;39.99750759;25.73060513;34.62586768;19.83124475;31.00799332;13.95371761;27.95013827;9.924616176;23.1973459;-6.56;4.85E+18;56.8988829;23.12902902;10.76206947;523.1693556;9.473725908;34.31805312;0;0;0;11.93861058;0;9.589074368;19.27086307;112.5743941;12.13273414;184.8845667;108.6195274;25.94778243;19.06280028;166.7328627;10.52378311;8.747079963;0;55.3898976;14.21959508;162.5279067;0;91.54540632;0;0;0;124.3025814;54.3635549;19.06280028;64.20464893;56.98247774;119.3929034;0;90.44036513;0;125.96;11.93861058;20.11285748;0;11.14620906;0;52.76478275;137.3628465;56.70571905;92.31119811;128.1863024;18.22080587;19.45660752;15.84507903;47.90838605;19.04075821;13.68374845;-1.267055866;31.18952881;7.254978333;17.32862019;5.726015941;0.15625;83;0;8;0;2;2;1;9;10;17;0;19;14;0;0;0;12;19.38778;364.693;0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6;0;0;0;1;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;molecule;-4.98;-3.21;-4.88;-3.17
